Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
71,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,6,0,2,2,2,0,1,0,0,0,0,3,0,2,1,1,3,0,1,1,2,74,21,436,200,141,2.21,3,2,1.33,3,2,5,4,9,17,1,1,48,9,0,0,647,64,1,13,12,52,73.7%,24,10,64,4,4,5,4,2,1,2,0,0,0,0,3,1,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,2,14,167,199,281,21,35.8%,78.2%,184,54,103,80,220,136,40.9%,44,1.72,2,23,37,37,12,3,1.85,0.36,1.85,0.36,2.21,7,3,0.18,12,0.3,0.08,35.8%,22,14,4,23,4,15381,,EDM vs CAV,false,true,true,false,false,2021-09-30,bjuq6kkwgzyd7j8nmg17zo6j8,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,2,Played,W 3-2,2227620,EDM vs CAV (2021-09-30)
71,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,4,3,1,3,0,6,1,1,0,0,0,0,1,0,1,0,2,1,0,1,2,5,70,22,313,134,87,1.18,1,1,0.59,1,0,6,4,9,16,1,1,58,12,0,0,509,38,7,13,14,51,71.4%,15,7,57,2,4,8,4,2,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,116,195,198,19,44.1%,70.6%,102,31,88,45,137,131,57.9%,19,0.37,0,16,35,35,12,4,0.25,0.93,0.25,0.93,1.18,8,4,0.09,13,0.38,0.2,31.4%,14,21,11,17,11,15381,,CAV vs PAC,true,false,true,false,false,2021-11-07,bnasldrj0c0jhvli44wrcb504,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,1,0,Played,W 1-0,2227663,CAV vs PAC (2021-11-07)
71,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,3,0,3,1,6,4,2,0,0,0,0,1,0,1,0,1,0,1,0,4,4,49,19,579,298,213,2.29,1,1,2.15,5,5,1,8,9,29,3,1,50,17,5,5,771,65,7,14,13,43,56.8%,9,3,48,0,1,10,1,0,7,1,0,0,0,0,0,0,2,2,0,0,3,0,0,2,1,0,0,3,3,0,1,0,0,1,1,0,0,3,1,4,15,141,237,393,22,29.7%,88.3%,303,49,159,62,340,177,23.5%,17,1.5,1,17,27,27,11,5,2.27,0.02,2.27,0.02,2.29,8,2,0.18,13,0.18,0.23,35.3%,10,13,23,17,23,16614,,ATO vs HFX,true,false,false,false,true,2021-09-11,bjmltjwcfo38r1j5mtdzhki6s,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,1,2,Played,L 1-2,2227617,ATO vs HFX (2021-09-11)
99,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,5,4,1,1,4,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,77,15,483,206,185,1.78,0,0,0.52,2,0,0,8,8,20,2,2,58,12,0,0,692,59,7,13,12,48,60.6%,16,7,60,0,7,7,2,1,8,1,0,1,0,0,0,0,1,1,0,0,6,0,0,2,3,0,0,6,5,1,1,3,0,3,0,0,0,2,3,0,11,160,167,365,28,31.9%,81.0%,226,66,99,87,283,113,53.6%,28,1.9,0,27,27,27,18,3,1.69,0.09,1.69,0.09,1.78,8,0,0.11,16,0.04,0,37.8%,15,19,10,21,10,6925,,YRK vs EDM,false,true,false,false,true,2021-07-24,1lazjp6w3fu7fcfrnpb63xuz8,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,0,1,Played,L 0-1,2208301,YRK vs EDM (2021-07-24)
99,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,6,5,1,0,0,6,2,3,0,0,0,0,3,0,2,1,2,1,1,1,1,8,55,26,308,101,126,1.23,3,2,0.96,2,2,3,5,8,15,3,2,39,8,0,0,472,40,10,6,8,42,66.7%,17,13,44,3,3,6,1,1,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,4,137,169,166,19,40.3%,73.7%,101,60,66,74,130,104,50.0%,22,0.39,1,20,35,35,6,1,0.93,0.3,0.93,0.3,1.23,6,1,0.1,12,0.35,0.27,29.0%,12,25,13,10,13,6925,,EDM vs VAL,true,false,true,false,false,2021-08-01,bh2g50qycjxrszgfcc763c36c,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,3,1,Played,W 3-1,2227577,EDM vs VAL (2021-08-01)
99,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,59,22,411,157,173,0.53,0,0,0.53,0,0,3,5,8,22,5,1,47,7,0,0,604,58,6,8,15,42,50.0%,12,5,47,3,2,8,2,3,9,2,0,1,0,0,0,0,2,1,1,0,2,0,0,1,1,0,0,2,1,1,1,0,0,1,0,0,0,2,2,4,11,161,174,269,20,36.7%,80.3%,173,65,92,83,210,118,61.9%,21,1.2,0,20,23,23,17,2,0.33,0.2,0.33,0.2,0.53,8,5,0.07,8,0.2,0.25,40.0%,13,15,15,13,15,15377,,EDM vs FOR,false,true,false,false,true,2021-07-02,198aihv9xcvjqncmesxot75sk,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,0,2,Played,L 0-2,2208277,EDM vs FOR (2021-07-02)
99,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,4,1,2,0,7,5,2,1,1,2,0,3,0,2,0,0,0,2,1,5,7,69,30,312,121,92,2.44,3,1,1.23,5,2,0,8,8,17,2,1,42,4,1,1,483,57,4,10,9,33,63.6%,10,6,48,3,2,8,2,4,6,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,7,103,194,186,20,44.9%,68.3%,96,38,79,45,136,131,36.4%,33,0.69,3,10,23,23,8,2,1.55,0.89,1.55,0.89,1.65,7,3,0.17,14,0,0,37.9%,10,26,12,16,12,15377,,FOR vs PAC,true,false,true,false,false,2021-07-04,19ghsvekkw2ld0ilnvk618ums,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Forge,Pacific,PAC,3,0,Played,W 3-0,2208281,FOR vs PAC (2021-07-04)
99,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,2,0,3,1,8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,5,70,17,447,141,219,0.89,0,0,0.43,1,0,2,6,8,16,3,0,48,7,2,0,641,46,3,11,10,28,56.0%,4,1,56,5,2,4,1,5,12,0,0,0,0,1,0,2,1,0,1,0,2,1,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,3,2,6,12,189,149,303,37,35.3%,80.5%,204,79,77,103,245,99,60.0%,15,0.89,0,19,13,13,10,5,0.72,0.17,0.72,0.17,0.89,8,2,0.06,14,0.21,0.22,36.1%,19,14,10,26,10,15377,,VAL vs FOR,false,true,false,false,true,2021-07-11,19sz9lo6p0aq4cz5r8qjjb9xw,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,1,Played,L 0-1,2208287,VAL vs FOR (2021-07-11)
99,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,3,1,0,2,3,1,1,0,0,0,0,1,0,0,0,1,1,1,0,2,3,60,23,418,143,192,0.81,1,0,0.43,1,0,3,5,8,28,3,0,52,7,1,0,601,59,5,11,2,29,55.2%,10,4,46,7,3,9,5,3,9,2,0,0,0,0,0,0,3,3,0,0,3,0,0,1,2,0,0,3,1,2,1,1,0,1,0,0,0,4,4,10,5,194,143,264,19,31.6%,80.1%,171,82,82,111,201,106,63.2%,19,2.76,1,21,12,12,10,7,0.19,0.62,0.19,0.62,0.81,8,3,0.09,9,0.29,0.08,32.6%,19,10,14,13,14,15377,,VAL vs FOR,false,true,false,false,true,2021-10-11,blv3mlno69a5ty0jrlassodg4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,1,3,Played,L 1-3,2227645,VAL vs FOR (2021-10-11)
99,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,3,2,0,1,4,3,0,0,0,1,0,2,1,3,0,1,0,0,3,3,5,59,21,403,210,113,0.56,3,3,0.47,0,0,1,7,8,25,2,2,49,17,0,0,583,51,4,8,8,33,54.5%,11,4,57,6,2,6,4,6,2,1,0,0,0,0,0,1,2,2,0,0,4,1,0,1,0,0,0,3,2,2,0,3,0,3,1,0,0,2,2,10,20,137,232,214,22,33.7%,80.1%,143,47,133,61,175,167,66.7%,15,1.39,0,14,25,25,3,5,0.25,0.31,0.25,0.31,0.56,5,0,0.06,10,0.29,0.27,30.2%,13,19,25,10,25,15382,,HFX vs YRK,false,true,true,false,false,2021-08-07,bheksvmkt3q1o0qbp2om0ht78,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,York United,HFX Wanderers,HFX,3,2,Played,W 3-2,2227581,HFX vs YRK (2021-08-07)
99,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,6,3,3,3,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,5,1,46,23,388,194,125,2.06,1,0,1.21,3,2,0,8,8,31,1,0,53,17,3,0,586,42,4,7,11,41,55.0%,16,9,51,2,3,4,1,5,9,0,0,4,0,0,0,1,1,0,1,1,5,1,0,2,4,0,0,4,2,3,0,3,0,1,0,0,0,1,1,2,6,91,239,256,16,37.9%,82.2%,164,32,123,44,198,146,58.8%,17,1.87,1,14,36,36,5,0,1.21,0.85,1.21,0.85,1.27,8,10,0.21,10,0.21,0.27,24.2%,12,27,22,14,22,15382,,ATO vs YRK,false,true,false,true,false,2021-08-18,bi3w83wq6l5k0ay817xfhc5xw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,1,1,Played,T 1-1,2227597,ATO vs YRK (2021-08-18)
99,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,1,5,2,3,1,2,6,2,3,1,1,0,0,1,1,1,0,1,0,0,2,2,8,49,14,434,198,173,1.68,2,1,0.5,2,0,1,7,8,27,2,0,51,15,0,0,627,51,10,13,12,53,67.6%,17,7,52,5,3,7,3,3,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,2,4,5,148,193,286,22,30.2%,85.5%,199,58,114,70,237,127,35.3%,17,0.79,1,12,37,37,13,3,0.82,0.87,0.82,0.87,0.89,7,0,0.12,14,0.17,0.13,16.2%,14,13,18,20,18,15376,,HFX vs ATO,true,false,true,false,false,2021-09-29,bkyg4bb4imc666uo8qhw1cr9w,dn8tjhuq0bax4dgixqvluhzze,16614,16614,HFX Wanderers,Atlético Ottawa,ATO,2,1,Played,W 2-1,2227634,HFX vs ATO (2021-09-29)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,3,0,1,0,5,1,2,0,0,1,0,1,0,1,0,3,0,1,0,1,4,49,22,569,287,211,1.32,1,1,1.24,2,2,3,5,8,11,1,1,44,5,1,1,731,58,12,9,9,39,72.4%,8,3,45,10,6,9,4,1,5,2,0,0,0,0,0,0,2,1,1,0,3,0,0,0,2,0,0,3,3,0,0,3,0,1,0,0,0,6,1,0,6,111,218,402,17,31.5%,87.5%,316,44,138,52,353,164,32.0%,25,1.4,1,20,27,27,12,0,0.7,0.61,0.7,0.61,1.32,7,3,0.15,9,0.4,0.38,29.3%,11,18,19,16,19,15380,,PAC vs FOR,true,false,false,false,true,2021-07-18,1ktsbttnrcdwflzmimluf38r8,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,1,2,Played,L 1-2,2208294,PAC vs FOR (2021-07-18)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,0,0,0,2,0,6,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,69,25,433,192,147,0.56,0,0,0.56,0,0,2,6,8,11,0,0,45,6,1,1,615,34,4,12,15,48,55.2%,17,9,55,0,1,5,3,3,5,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,3,4,0,2,1,0,0,1,0,0,3,2,4,4,127,189,299,10,33.3%,78.3%,189,51,99,62,235,136,60.0%,20,1.14,0,15,27,27,17,4,0.33,0.23,0.33,0.23,0.56,8,0,0.07,8,0.4,0.36,37.8%,14,19,15,6,15,15380,,CAV vs PAC,false,true,false,true,false,2021-08-12,bhpp1i5rvkzqb37d0cbd03vh0,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,0,Played,T 0-0,2227588,CAV vs PAC (2021-08-12)
99,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,8,6,2,2,0,3,0,3,1,1,0,0,4,1,3,2,0,2,1,2,4,5,58,30,610,319,203,4.13,5,3,3.13,6,5,1,7,8,29,4,3,54,17,1,1,802,51,6,16,14,40,75.9%,4,1,74,2,6,9,4,1,2,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,1,2,7,160,261,381,30,28.2%,85.6%,266,76,180,87,316,207,47.4%,19,1.2,3,11,21,21,15,4,2.44,1.68,2.44,1.68,3.34,5,3,0.32,13,0.18,0.13,43.8%,25,28,15,12,15,15380,,PAC vs EDM,true,false,true,false,false,2021-10-27,bn022rcrui2zz4aqlxhn6meqc,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,5,1,Played,W 5-1,2227660,PAC vs EDM (2021-10-27)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,3,1,2,1,8,1,4,1,1,1,0,2,0,1,0,1,0,0,2,0,11,31,26,390,207,126,1.99,2,1,0.51,2,0,3,5,8,32,4,0,44,14,5,2,580,51,5,5,19,43,58.8%,12,5,50,7,3,5,3,4,5,1,1,1,0,0,0,3,0,0,0,1,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,1,1,4,7,118,215,247,28,39.5%,85.4%,173,47,113,56,196,138,53.3%,15,0.66,1,9,33,33,9,1,0.82,1.17,0.82,1.17,1.2,7,0,0.13,15,0.33,0.17,30.8%,10,22,13,20,13,15378,,VAL vs ATO,true,false,true,false,false,2021-07-04,19af06cdbe87q7ikxwchyavx0,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,2,0,Played,W 2-0,2208278,VAL vs ATO (2021-07-04)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,0,1,5,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,6,55,19,445,196,175,0.39,1,1,0.32,0,0,1,7,8,23,4,0,40,8,0,0,622,39,4,7,9,30,57.9%,9,5,48,2,1,3,2,2,6,1,0,0,0,0,0,2,3,3,0,0,3,0,0,2,2,0,0,3,2,1,0,1,0,1,0,0,0,1,2,6,4,177,195,250,18,31.0%,83.4%,166,83,122,102,201,142,50.0%,22,1.23,0,20,21,21,7,2,0.3,0.09,0.3,0.09,0.39,7,0,0.04,9,0.15,0.07,50.0%,17,18,10,13,10,15378,,EDM vs VAL,false,true,false,false,true,2021-08-01,bh2g50qycjxrszgfcc763c36c,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,3,Played,L 1-3,2227577,EDM vs VAL (2021-08-01)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,6,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,3,1,8,62,25,355,164,104,1.39,3,3,1.35,3,3,0,8,8,9,0,0,46,6,4,4,523,34,6,12,17,55,72.0%,19,8,43,3,5,8,1,4,8,2,1,0,0,0,0,0,0,0,0,0,6,1,0,4,1,0,0,5,1,5,0,2,0,3,2,0,0,3,0,2,5,90,205,228,16,37.7%,75.5%,146,33,89,45,182,128,64.3%,14,0.79,2,9,41,41,9,5,0.99,0.4,0.99,0.4,1.39,5,3,0.15,9,0.22,0.2,30.0%,7,20,10,13,10,15378,,VAL vs EDM,true,false,true,false,false,2021-08-25,bicsr95n777pupvryfl4hrbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,3,0,Played,W 3-0,2227600,VAL vs EDM (2021-08-25)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,1,3,1,1,6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,5,4,53,20,493,249,171,0.96,0,0,0.81,1,1,2,6,8,27,3,1,63,13,0,0,692,56,10,15,7,47,73.5%,13,4,57,1,2,4,2,6,7,1,0,1,0,0,0,1,3,3,0,0,5,0,0,3,1,2,1,3,3,2,0,1,1,1,2,0,0,1,5,8,10,132,216,344,22,29.8%,85.2%,247,51,122,64,286,143,32.3%,31,2.83,0,13,28,28,16,3,0.73,0.22,0.73,0.22,0.96,8,4,0.08,12,0.23,0.25,27.0%,9,19,22,15,22,15378,,VAL vs EDM,true,false,false,false,true,2021-09-08,bjegaiur5e010mjirpt3cpmhg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,0,3,Played,L 0-3,2227614,VAL vs EDM (2021-09-08)
99,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,4,1,3,1,1,4,2,1,0,0,0,0,0,1,1,0,1,0,1,0,4,3,54,44,342,144,100,1.45,1,1,1.06,3,2,2,6,8,25,0,0,75,16,0,0,565,65,7,13,16,61,66.7%,24,8,65,2,8,9,1,4,15,3,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,0,1,1,1,0,2,0,0,0,0,0,4,1,0,14,86,248,231,9,45.9%,71.3%,119,28,97,36,156,150,55.9%,34,1.22,0,11,41,41,15,5,0.59,0.86,0.59,0.86,1.45,7,5,0.15,10,0.18,0.22,30.8%,15,32,18,3,18,15378,,VAL vs CAV,true,false,false,true,false,2021-09-18,bk7mirhmrbnt8vwvbob5zcglw,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,1,1,Played,T 1-1,2227625,VAL vs CAV (2021-09-18)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,4,1,2,0,3,3,0,0,0,0,0,4,0,4,0,0,0,2,2,4,4,55,17,639,356,211,1.59,4,3,1.22,3,2,0,8,8,24,5,2,45,9,3,2,823,52,8,9,8,33,77.3%,7,4,61,3,0,9,1,1,7,2,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,10,164,184,475,22,31.9%,88.7%,353,67,147,84,393,162,40.7%,27,0.74,3,13,12,12,18,3,1.59,0,1.59,0,1.59,5,0,0.16,10,0.31,0.38,41.9%,24,13,7,14,7,15381,,ATO vs CAV,false,true,true,false,false,2021-07-01,193x4p4nem64u53gfnq0gd444,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Cavalry,Atlético Ottawa,ATO,4,1,Played,W 4-1,2208275,ATO vs CAV (2021-07-01)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,2,2,1,2,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,46,16,497,255,180,0.63,0,0,0.52,0,0,2,6,8,17,0,0,49,4,0,0,675,54,6,19,8,50,71.4%,15,7,46,4,1,5,2,2,7,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,0,2,0,2,0,0,0,0,1,0,0,4,1,2,5,148,186,341,8,28.4%,87.5%,261,56,118,71,288,138,34.6%,26,0.92,0,25,24,24,21,5,0.15,0.47,0.15,0.47,0.63,8,1,0.06,10,0.12,0.06,44.7%,19,12,20,7,20,15381,,CAV vs HFX,true,false,false,true,false,2021-07-03,19cec7vjxub1h4k2qkxzcdono,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,0,0,Played,T 0-0,2208279,CAV vs HFX (2021-07-03)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,6,3,3,0,1,3,2,0,0,0,0,0,2,0,2,0,1,1,1,1,4,3,63,21,348,146,118,1.26,2,2,1.2,2,2,2,6,8,19,0,0,55,10,0,0,527,49,7,15,11,55,68.8%,22,7,47,6,3,2,2,1,5,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,6,1,0,8,124,186,217,12,41.1%,75.9%,128,47,89,64,161,123,55.6%,27,1.21,2,11,39,39,15,1,1.14,0.12,1.14,0.12,1.26,6,3,0.13,10,0.27,0,29.3%,13,16,19,18,19,15381,,FOR vs CAV,false,true,true,false,false,2021-07-23,1l63xsgnweit7ko6ml8nyryms,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,1,Played,W 2-1,2208299,FOR vs CAV (2021-07-23)
99,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,4,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,67,21,418,202,128,1.14,0,0,1.09,2,2,0,8,8,25,0,0,34,13,2,0,598,45,0,7,13,34,53.8%,13,6,58,3,3,5,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,131,206,261,17,38.8%,78.9%,161,52,117,75,194,149,40.0%,20,0.56,0,14,25,25,9,0,1.14,0,1.14,0,1.14,8,2,0.13,9,0.29,0.27,54.5%,14,21,6,15,6,15381,,CAV vs PAC,true,false,false,true,false,2021-08-12,bhpp1i5rvkzqb37d0cbd03vh0,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,0,0,Played,T 0-0,2227588,CAV vs PAC (2021-08-12)
99,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,5,4,1,1,0,3,2,0,0,0,0,0,1,0,1,0,1,0,1,0,4,3,62,31,291,127,71,1.4,1,1,1.38,2,2,3,5,8,9,0,0,56,6,1,1,488,62,9,11,15,67,60.6%,31,16,49,6,5,8,3,6,5,0,0,0,0,0,1,3,1,1,0,0,6,0,0,3,4,0,0,6,4,2,1,2,0,1,1,0,0,2,2,2,10,105,219,164,11,46.4%,68.0%,84,35,79,46,117,128,42.1%,38,1.7,1,14,53,53,10,4,0.71,0.7,0.71,0.7,1.4,7,1,0.16,9,0.21,0,40.0%,13,30,16,9,16,16614,,ATO vs EDM,true,false,false,true,false,2021-07-19,1kwcuq4lx7ihq6f2k597o7k7o,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,1,1,Played,T 1-1,2208295,ATO vs EDM (2021-07-19)
