Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,leagueId,leagueName,GM,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
144,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,2,1,4,4,0,2,0,3,1,0,1,1,0,0,3,0,2,0,2,0,0,3,2,3,55,30,244,114,45,2.3,3,0,0.56,3,0,3,3,6,23,2,2,54,9,0,0,454,56,6,11,9,64,70.8%,37,17,48,1,6,5,6,3,5,2,0,0,0,0,0,0,1,1,0,1,5,0,0,2,3,1,0,4,4,1,1,2,0,2,0,0,0,2,3,4,10,78,209,167,16,45.1%,65.2%,74,23,62,30,102,112,50.0%,30,2.35,3,8,56,56,8,0,0.39,1.91,0.39,1.91,1.51,6,4,0.26,9,0.75,0.75,20.0%,11,32,35,6,35,16614,,ATO vs CAV,true,false,true,false,false,2021-09-25,bkpqazqtdq7fg0lln252h8etw,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,3,1,Played,W 3-1,2227631,ATO vs CAV (2021-09-25)
144,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,7,6,1,0,1,2,1,1,0,0,0,0,2,0,2,0,0,1,0,2,2,6,31,29,383,225,98,2.26,2,2,1.82,4,3,1,5,6,23,0,0,44,8,0,0,580,65,11,11,7,51,55.0%,21,8,57,1,7,6,0,2,9,0,1,0,0,0,0,2,0,0,0,0,6,0,1,3,2,0,0,6,2,4,1,1,1,2,1,0,0,0,1,6,13,74,253,253,16,35.2%,84.3%,171,33,119,35,190,158,27.3%,11,1.71,2,6,41,41,7,3,1.1,1.16,1.1,1.16,2.26,4,6,0.23,10,0.17,0.2,25.0%,7,42,23,10,23,16614,,ATO vs VAL,true,false,true,false,false,2021-10-20,bmf3t08pi8pq49tooe5ly06c4,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,2,0,Played,W 2-0,2227653,ATO vs VAL (2021-10-20)
171,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,1,1,1,0,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,3,3,60,14,538,227,237,0.36,0,0,0.21,0,0,1,4,5,25,2,0,50,7,1,0,705,59,7,14,7,32,48.8%,4,2,46,2,3,4,5,4,8,1,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,184,165,356,22,32.3%,86.2%,263,82,119,106,301,131,50.0%,12,1.56,0,17,13,13,14,5,0.17,0.2,0.17,0.2,0.36,5,1,0.05,8,0.12,0.17,28.6%,9,10,9,28,9,15377,,FOR vs VAL,true,false,false,false,true,2021-06-27,18xt7jlww03dhgcxb0m1wyln8,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Forge,Valour,VAL,0,2,Played,L 0-2,2208272,FOR vs VAL (2021-06-27)
171,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,2,0,3,0,3,2,0,1,1,0,0,1,0,0,0,1,0,0,1,2,2,67,18,474,238,151,1.21,1,0,0.3,1,0,2,3,5,18,3,2,49,10,2,2,647,55,6,11,11,36,63.0%,8,4,48,2,2,6,3,6,2,4,0,0,0,0,0,0,2,2,0,1,4,0,0,4,2,0,0,4,1,3,0,0,1,0,1,0,0,1,2,2,15,119,205,323,16,29.3%,82.1%,218,45,126,65,263,146,44.4%,27,1.26,1,8,24,24,10,2,0.3,0.91,0.3,0.91,0.42,5,1,0.15,8,0.25,0.2,31.6%,11,23,18,19,18,15377,,FOR vs CAV,true,false,false,false,true,2021-07-23,1l63xsgnweit7ko6ml8nyryms,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,1,2,Played,L 1-2,2208299,FOR vs CAV (2021-07-23)
171,c2pdzdl3dgf5b0siidn2ay5ii,15377,Forge,Forge,FOR,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,3,0,0,0,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1,4,2,70,14,450,163,203,1.71,1,0,0.83,2,1,1,4,5,23,1,0,44,9,0,0,627,49,8,7,9,35,78.9%,10,8,59,8,2,7,2,3,7,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,1,6,13,185,124,318,22,35.1%,81.3%,218,83,65,110,256,84,53.3%,15,0.69,1,7,15,15,15,5,1.68,0.03,1.68,0.03,1.71,5,0,0.28,6,0,0,25.6%,24,12,12,22,12,15377,,HFX vs FOR,false,true,true,false,false,2021-10-06,blfgkmot6bs2yuv8qewqpyyvo,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Forge,HFX Wanderers,HFX,1,0,Played,W 1-0,2227640,HFX vs FOR (2021-10-06)
171,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,0,1,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,5,1,37,22,320,168,93,0.54,0,0,0.42,1,1,3,2,5,28,1,1,67,14,1,0,511,46,11,14,9,42,75.8%,5,4,48,3,0,5,3,8,10,1,0,1,0,0,0,0,3,3,0,0,5,0,0,1,2,2,0,3,4,1,0,4,0,0,1,0,0,2,4,12,10,81,194,236,12,35.9%,81.6%,135,19,107,25,164,131,36.8%,19,1.54,0,15,25,25,15,2,0.37,0.18,0.37,0.18,0.54,5,2,0.07,8,0.2,0,37.9%,12,19,14,9,14,15382,,PAC vs YRK,false,true,false,false,true,2021-07-10,19qzin36d8et3i4nzigj5w8wk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,York United,Pacific,PAC,0,3,Played,L 0-3,2208286,PAC vs YRK (2021-07-10)
171,cqthcpums3aas2tdy0qhlkuwa,15382,York United,York United,YRK,York,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,4,2,2,1,1,3,1,1,0,0,0,0,1,0,1,0,0,1,1,0,2,4,46,6,451,228,171,0.76,1,1,0.52,1,1,1,4,5,16,2,0,33,10,1,1,614,51,1,5,6,21,35.3%,8,4,47,5,1,5,0,4,7,4,0,0,0,0,0,0,3,3,0,0,3,0,0,2,3,1,0,2,1,2,0,1,0,0,0,0,0,1,2,0,20,131,192,291,19,27.5%,88.5%,212,56,131,70,241,140,66.7%,9,1.73,0,15,15,15,5,1,0.26,0.49,0.26,0.49,0.76,4,8,0.08,9,0.33,0.38,23.8%,17,12,27,18,27,15382,,FOR vs YRK,false,true,false,false,true,2021-08-28,bimemgbmde7ok1vmcgb00s7pw,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,York United,Forge,FOR,1,3,Played,L 1-3,2227603,FOR vs YRK (2021-08-28)
171,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,70,26,592,317,179,0.44,0,0,0.29,0,0,3,2,5,16,0,0,49,5,0,0,744,49,3,15,10,39,60.0%,11,5,58,3,2,7,3,5,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,2,4,6,110,253,381,10,30.4%,83.8%,285,48,163,63,336,193,56.0%,25,1.03,0,16,27,27,11,1,0.12,0.32,0.12,0.32,0.44,5,0,0.05,8,0.38,0.3,44.1%,11,28,10,13,10,15376,,EDM vs HFX,false,true,false,false,true,2021-07-21,1l17fh13pjvlw6traxl2n92xg,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,0,1,Played,L 0-1,2208297,EDM vs HFX (2021-07-21)
171,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,1,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,66,28,463,182,187,0.38,0,0,0.34,0,0,2,3,5,22,1,0,48,9,1,1,660,59,5,11,11,42,53.3%,14,11,61,3,4,4,5,3,3,1,1,0,0,0,0,1,0,0,0,0,5,0,0,2,3,1,0,4,4,1,1,2,0,0,1,0,0,2,7,2,19,160,228,272,19,38.7%,79.7%,190,72,107,90,225,148,66.7%,18,3.35,0,14,31,31,10,1,0.1,0.28,0.1,0.28,0.38,5,3,0.06,6,0.29,0.33,33.3%,15,32,19,19,19,15376,,CAV vs HFX,false,true,false,true,false,2021-10-17,bmc8dlc649t20ewa8wt479tsk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,HFX Wanderers,Cavalry,CAV,0,0,Played,T 0-0,2227652,CAV vs HFX (2021-10-17)
171,5gmx3o5y2oc0i6rowjwtu7jvu,15376,HFX Wanderers,HFX Wanderers,HFX,Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,0,1,1,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,61,36,437,205,135,0.64,0,0,0.22,1,0,1,4,5,18,2,0,51,9,0,0,606,44,4,13,9,38,58.6%,12,1,48,3,2,5,1,4,11,0,0,0,2,0,0,0,3,1,2,0,3,0,0,1,0,0,0,3,1,2,2,0,0,3,0,0,0,0,2,0,7,85,239,282,12,33.6%,77.8%,177,33,130,48,224,165,60.0%,15,1.23,0,9,30,30,8,0,0.55,0.09,0.55,0.09,0.64,5,5,0.08,8,0.11,0,37.5%,6,29,21,13,21,15376,,VAL vs HFX,false,true,false,false,true,2021-10-27,bmx1cnahw2x5rwvh0tsj69las,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,HFX Wanderers,Valour,VAL,0,3,Played,L 0-3,2227659,VAL vs HFX (2021-10-27)
171,b3436h8h14zw7f1uv6w9vqf6y,15380,Pacific,Pacific,PAC,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,2,2,0,1,4,2,0,1,1,1,0,2,1,2,0,2,0,1,2,1,5,58,19,409,219,113,1.21,3,2,0.27,1,0,2,3,5,17,1,1,46,5,1,0,567,51,10,9,13,36,50.0%,3,2,49,1,1,9,3,4,8,3,0,0,0,0,0,2,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,4,6,89,197,281,13,31.5%,81.2%,177,34,121,47,215,147,53.8%,13,0.56,1,6,16,16,19,1,0.19,1.02,0.19,1.02,0.42,3,2,0.13,9,0.33,0,30.8%,13,20,8,12,8,15380,,VAL vs PAC,false,true,true,false,false,2021-09-29,bjs1u9y4cpjzqarq2puo5mnmc,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Pacific,Valour,VAL,3,1,Played,W 3-1,2227619,VAL vs PAC (2021-09-29)
171,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,1,3,2,1,0,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,4,64,19,361,188,90,0.89,1,1,0.62,2,1,0,5,5,22,0,0,46,11,4,1,538,48,8,10,18,58,72.0%,20,3,54,5,1,12,2,5,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,8,7,83,263,192,4,38.5%,77.0%,108,32,138,42,143,176,40.0%,15,0.92,0,5,36,36,19,3,0.35,0.54,0.35,0.54,0.89,4,5,0.13,7,0,0,17.8%,12,30,26,10,26,15378,,VAL vs FOR,true,false,true,false,false,2021-07-11,19sz9lo6p0aq4cz5r8qjjb9xw,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Valour,Forge,FOR,1,0,Played,W 1-0,2208287,VAL vs FOR (2021-07-11)
171,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,1,2,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,66,21,525,247,191,0.35,0,0,0.21,0,0,0,5,5,22,2,1,47,12,3,0,703,48,8,6,6,35,70.0%,14,9,49,4,3,7,2,1,7,3,1,0,0,0,0,2,0,0,0,0,4,0,0,1,2,0,0,4,3,1,1,2,0,2,0,0,0,5,0,2,11,140,212,351,15,33.1%,83.4%,248,60,130,82,289,154,55.0%,20,0.56,0,13,26,26,9,0,0.31,0.04,0.31,0.04,0.35,5,2,0.04,9,0.23,0.2,34.2%,13,16,7,13,7,15378,,EDM vs VAL,false,true,false,true,false,2021-08-13,bhsfarrt7arlogjorl96z4d1w,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,0,0,Played,T 0-0,2227590,EDM vs VAL (2021-08-13)
171,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,3,3,0,1,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,58,30,394,194,112,0.81,0,0,0.58,1,1,1,4,5,17,1,1,54,7,1,0,579,53,7,11,14,47,69.2%,15,6,58,3,1,10,3,2,8,6,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,5,1,4,10,87,232,260,16,38.3%,77.7%,155,25,126,40,189,165,50.0%,32,1.06,0,8,26,26,19,2,0.43,0.38,0.43,0.38,0.81,5,3,0.08,10,0.25,0.25,43.9%,10,27,24,14,24,15378,,VAL vs CAV,true,false,false,false,true,2021-09-04,bj6a8a2eawwtwc2ef3edqydck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,0,1,Played,L 0-1,2227611,VAL vs CAV (2021-09-04)
171,dd2vf0yzjm7jm7cak9tf11sa2,15378,Valour,Valour,VAL,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,2,1,1,1,1,2,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,2,46,43,474,298,87,0.37,2,2,0.33,0,0,2,3,5,15,0,0,44,6,1,0,641,43,5,10,10,37,55.6%,12,7,49,1,1,6,4,0,9,1,0,0,0,0,0,0,3,2,1,0,4,0,0,3,1,0,0,4,1,3,0,1,1,1,1,0,0,2,1,2,6,79,299,263,6,34.8%,81.2%,181,23,181,32,211,231,52.6%,19,1.43,0,7,21,21,10,6,0.15,0.23,0.15,0.23,0.37,3,5,0.06,6,0.29,0,40.0%,12,29,18,4,18,15378,,PAC vs VAL,false,true,false,false,true,2021-10-16,bm6dl6ry29l7um4hlyqh8f2fo,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,2,3,Played,L 2-3,2227650,PAC vs VAL (2021-10-16)
171,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,5,4,1,1,0,2,2,0,0,0,1,0,2,0,2,1,0,2,0,1,3,2,59,28,465,251,127,0.78,2,1,0.64,1,1,1,4,5,16,2,1,67,6,2,1,681,51,13,9,14,57,68.8%,21,10,43,3,3,9,4,7,11,2,0,1,0,0,1,0,1,0,1,0,4,0,0,4,2,0,0,4,4,0,0,0,0,2,0,0,0,2,1,4,7,125,258,298,16,36.6%,81.3%,194,49,135,64,232,169,56.7%,30,1.25,1,13,43,43,12,2,0.67,0.11,0.67,0.11,0.78,4,4,0.1,8,0.23,0.25,38.7%,6,29,11,16,11,15381,,CAV vs YRK,true,false,true,false,false,2021-06-27,18zsrm996v9narfqqbbpqz2ms,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,2,1,Played,W 2-1,2208273,CAV vs YRK (2021-06-27)
171,41ewt71n8fqwy6trsqta1bjvu,15381,Cavalry,Cavalry,CAV,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,1,4,2,2,2,0,3,2,0,0,0,0,0,2,0,2,0,1,0,0,2,3,3,77,23,443,160,183,0.83,2,1,0.63,1,1,2,3,5,22,2,1,51,11,1,1,631,57,6,12,10,43,58.1%,14,6,60,4,2,5,3,2,6,2,0,0,0,1,0,1,1,1,0,0,4,0,0,3,1,1,0,3,3,1,0,1,1,1,0,0,0,4,1,6,10,178,186,267,20,36.3%,77.4%,169,78,96,100,213,130,42.3%,26,0.81,1,18,27,27,12,4,0.7,0.13,0.7,0.13,0.83,4,4,0.09,9,0.11,0.08,37.0%,23,24,15,18,15,15381,,HFX vs CAV,false,true,true,false,false,2021-07-17,1kpwxj1pma3k2m9k2zre1avbo,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,2,1,Played,W 2-1,2208293,HFX vs CAV (2021-07-17)
171,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,2,2,0,0,0,3,1,2,0,0,0,0,1,0,1,0,0,0,1,0,4,1,51,34,368,211,72,0.74,1,1,0.74,1,1,0,5,5,10,0,0,52,5,1,1,545,45,10,13,13,47,71.9%,11,8,43,1,1,7,0,2,7,2,0,1,2,2,1,0,4,4,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,3,2,13,41,237,267,5,35.6%,76.9%,147,13,123,17,182,169,59.3%,27,1.59,1,9,32,32,14,1,0.65,0.09,0.65,0.09,0.74,4,2,0.15,5,0.11,0.13,24.0%,10,29,14,7,14,16614,,ATO vs CAV,true,false,false,false,true,2021-07-01,193x4p4nem64u53gfnq0gd444,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,4,Played,L 1-4,2208275,ATO vs CAV (2021-07-01)
171,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,5,0,1,1,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,63,27,371,171,110,0.28,0,0,0.19,0,0,1,4,5,11,0,0,45,6,0,0,538,58,4,9,10,41,44.8%,14,7,53,3,3,2,4,4,2,1,0,1,0,0,2,0,1,1,0,0,4,0,0,3,0,0,0,4,3,1,1,0,0,3,1,0,0,0,1,4,10,78,227,233,5,36.4%,75.7%,150,27,104,34,183,154,42.1%,38,1.07,0,12,35,35,6,0,0.08,0.19,0.08,0.19,0.28,5,3,0.04,7,0.25,0.22,20.0%,9,27,15,2,15,16614,,ATO vs PAC,true,false,false,false,true,2021-07-07,19ktvsltfjgz7jy1owg5giz2s,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2208282,ATO vs PAC (2021-07-07)
171,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,4,0,3,2,1,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,42,20,463,241,160,0.35,0,0,0.19,0,0,0,5,5,15,1,1,44,10,1,0,613,26,7,10,7,34,85.0%,9,4,38,2,2,5,0,3,8,4,0,0,0,0,0,1,4,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,4,0,7,95,191,327,15,26.3%,86.6%,238,44,119,52,271,140,66.7%,9,2.92,0,15,23,23,10,1,0.32,0.02,0.32,0.02,0.35,5,2,0.03,10,0.13,0.2,8.0%,10,17,14,20,14,16614,,FOR vs ATO,false,true,false,false,true,2021-08-26,bijoytibi1gzo0fy7gq5gxjpw,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,4,Played,L 0-4,2227602,FOR vs ATO (2021-08-26)
171,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,4,3,1,1,0,4,1,2,0,0,2,0,0,0,0,0,1,1,0,0,0,6,49,23,370,208,90,1.17,0,0,0.51,2,1,2,3,5,18,1,1,33,4,0,0,541,49,8,8,9,52,69.6%,26,8,46,5,4,6,5,3,2,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,0,3,2,6,4,93,237,211,14,34.3%,80.5%,148,30,120,42,177,151,20.0%,15,1.55,0,11,43,43,5,4,0.38,0.79,0.38,0.79,1.17,5,1,0.13,9,0.36,0.6,31.0%,9,25,23,10,23,16614,,ATO vs FOR,true,false,false,false,true,2021-09-08,bjh5cd3xcffegfheww9qxxfkk,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,1,Played,L 0-1,2227615,ATO vs FOR (2021-09-08)
171,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,1,2,0,1,3,2,0,0,0,2,0,1,0,1,0,1,0,1,0,3,2,51,29,296,128,88,1.07,1,1,0.96,1,1,1,4,5,24,3,1,61,11,1,1,516,53,8,13,12,58,61.8%,24,10,46,0,7,2,5,5,6,0,0,0,0,0,0,0,1,1,0,0,6,0,0,3,4,0,0,6,5,1,1,2,0,1,1,0,0,4,4,6,15,103,217,196,11,41.6%,73.0%,100,38,78,52,130,114,61.9%,21,3.37,1,3,41,41,13,4,0.91,0.16,0.91,0.16,1.07,4,6,0.15,7,0.33,0,36.7%,7,32,23,10,23,16614,,PAC vs ATO,false,true,false,true,false,2021-09-19,bkahvwvwy47ppkgru4td18fmc,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,1,1,Played,T 1-1,2227626,PAC vs ATO (2021-09-19)
171,dn8tjhuq0bax4dgixqvluhzze,16614,Atlético Ottawa,Atlético Ottawa,ATO,Atlético,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,2,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,48,44,352,171,89,0.42,0,0,0.3,0,0,2,3,5,25,3,1,55,8,1,1,569,67,10,12,11,55,64.7%,21,7,54,4,4,9,1,6,10,3,0,0,1,1,1,0,2,2,0,0,2,0,0,0,1,0,0,2,1,1,0,2,1,0,0,0,0,3,2,4,18,100,269,200,18,38.9%,73.9%,112,32,116,46,139,167,57.1%,14,1.32,0,8,35,35,15,5,0.19,0.22,0.19,0.22,0.42,5,5,0.05,8,0.25,0,23.1%,13,41,29,14,29,16614,,FOR vs ATO,false,true,false,false,true,2021-10-16,bm3ofyh2lf8ego5sr32pvznro,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Atlético Ottawa,Forge,FOR,0,2,Played,L 0-2,2227649,FOR vs ATO (2021-10-16)
192,73xrv2025rnj0t3y9ayp83bec,6925,Edmonton,Edmonton,EDM,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,3,0,3,3,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,2,54,43,365,165,103,0.83,2,2,0.83,2,2,0,4,4,27,1,1,49,10,1,1,558,56,6,15,16,60,70.0%,23,16,56,4,3,8,1,3,2,1,0,3,1,0,0,0,2,2,0,0,4,0,0,1,3,0,0,4,1,3,1,2,0,1,0,0,0,5,2,2,7,106,231,221,12,37.5%,73.4%,138,37,93,51,180,134,52.2%,23,1.04,2,13,47,47,12,1,0.75,0.08,0.75,0.08,0.83,2,3,0.21,4,0.08,0.08,33.3%,8,31,20,12,20,6925,,PAC vs EDM,false,true,false,true,false,2021-08-07,bhhdux5pm0ox99x3f7c0t9vro,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,2,2,Played,T 2-2,2227582,PAC vs EDM (2021-08-07)
